PHRASE,TRADITIONAL,PRIORITY,PINYIN,DEFINITION
"一舉",12199,0,"yi1 ju3",coup
"一舉一動",56242,0,"yi1 ju3 yi1 dong4","chaque mouvement"
"一舉兩得",56243,0,"yi1 ju3 liang3 de2","(expr. idiom.) atteindre deux objectifs d'un seul mouvement; réussir à faire deux choses en une action; faire d'une pierre deux coups"
"一般",9220,0,"yi1 ban1","ordinaire; d'ordinaire; commun; aussi; tel; en général"
"一般人",44636,0,"yi1 ban1 ren2","personne quelconque"
"一般性",45141,0,"yi1 ban1 xing4","généralisé; en général"
"一般見識",56244,0,"yi1 ban1 jian4 shi5","s'abaisser au niveau de qqn; se disputer avec qqn de moins bien informé"
"一色",9221,0,"yi1 se4","uniforme; homogène"
"一萬",9222,0,"yi1 wan4",myriade
"一號",9223,0,"yi1 hao4","premier jour du mois"
"一號坦克",58810,0,"yi1 hao4 tan3 ke4","char Panzer I"
"一行",9224,0,"yi1 xing2","groupe; délégation; suite"
"一衣帶水",57865,0,"yi1 yi1 dai4 shui3","(séparé seulement par) une bande fine d'eau"
"一見傾心",56929,0,"yi1 jian4 qing1 xin1","avoir le coup de foudre; littéralement : tomber amoureux au premier regard"
"一見如故",55814,0,"yi1 jian4 ru2 gu4","sympathiser dès la première rencontre"
"一見鐘情",56930,0,"yi1 jian4 zhong1 qing2","coup de foudre; tomber amoureux"
"一視同仁",56245,0,"yi1 shi4 tong2 ren2","être impartial; traiter tout le monde à égalité; faire preuve d'une égale bonté à l'égard de tous; ne faire acception de personne; ne faire aucune discrimination"
"一覽",17941,0,"yi1 lan3","un aperçu; un coup d'oeil"
"一覽無遺",58811,0,"yi1 lan3 wu2 yi2","être bien visible"
"一覽錶",52272,0,"yi1 lan3 biao3","tableau synoptique"
"一觸即發",56931,0,"yi1 chu4 ji2 fa1","(expr. idiom.) menacer d'éclater au moindre choc; être à deux doigts de la crise"
"一言",9225,0,"yi1 yan2","une phrase; brève remarque"
"一言一行",55815,0,"yi1 yan2 yi1 xing2","(expr. idiom.) une parole, un acte; les mots et les actes; en parole et en acte"
"一言不發",55638,0,"yi1 yan2 bu4 fa1","(expr. idiom.) ne pas dire un mot; ne pas souffler mot; rester bouche cousue; ne pas desserrer les dents"
"一言九鼎",59766,0,"yi1 yan2 jiu3 ding3","(expr. idiom.) une seule parole vaut neuf tripodes; parole qui fait autorité"
"一言千金",56932,0,"yi1 yan2 qian1 jin1","(expr. idiom.) une parole qui vaut mille onces d'or; parole qui fait autorité; parole de poids"
"一言為定",55639,0,"yi1 yan2 wei2 ding4","littéralement : une parole, c'est convenu; marché conclu"
"一言為重",55816,0,"yi1 yan2 wei2 zhong4","littéralement : à chaque mot accorder de l'importance; chaque mot compte; il faut tenir parole"
"一言難盡",56933,0,"yi1 yan2 nan2 jin4","(expr. idiom.) difficile à expliquer en un mot; c'est une longue histoire"
"一語道破",55817,0,"yi1 yu3 dao4 po4","(expr. idiom.) tout révéler en un seul mot; d'un seul mot percer à jour le secret"
"一諾千金",58812,0,"yi1 nuo4 qian1 jin1","(expr. idiom.) une promesse (qui) vaut mille onces d'or; une promesse qui doit être tenue"
"一貧如洗",59767,0,"yi1 pin2 ru2 xi3","sans le sou; sans ressource; fauché"
"一貫",17942,0,"yi1 guan4","toujours; avec l'esprit de suite; conséquent; constant"
"一起",9226,0,"yi1 qi3","ensemble; avec; en compagnie de; en tout"
"一起玩",45142,0,"yi4 qi3 wan2","jouer ensemble"
"一路",9227,0,"yi1 lu4","tout le trajet; tout le chemin; suivre le même chemin; aller dans le même sens; du même genre"
"一路平安",56246,0,"yi1 lu4 ping2 an1","bon voyage !"
"一路發",44637,0,"yi1 lu4 fa1","le chemin de la réussite"
"一路順風",56934,0,"yi1 lu4 shun4 feng1","bon voyage"
"一蹴即至",62024,0,"yi1 cu4 ji2 zhi4","(expr. idiom.) arriver (à destination) en un seul pas; atteindre son but d'un seul coup; succès immédiat"
"一蹴可幾",61667,0,"yi1 cu4 ke3 ji3","(expr. idiom.) toucher au but du premier coup; succès immédiat"
"一蹴而就",61185,0,"yi1 cu4 er2 jiu4","(expr. idiom.) toucher au but de manière immédiate; succès immédiat; obtenir un résultat du premier coup"
"一蹴而得",61186,0,"yi1 cu4 er2 de2","(expr. idiom.) littéralement : obtenir en faisant un seul pas; succès immédiat; réussir du premier coup; toucher au but de manière immédiate"
"一蹶不振",62235,0,"yi1 jue2 bu4 zhen4","(expr. idiom.) être incapable de se relever après une chute; défaite irrémédiable"
"一身",9228,0,"yi1 shen1","tout le corps; un habit; seul"
"一輩子",46154,0,"yi1 bei4 zi5","toute la vie"
"一輪",17943,0,"yi1 lun2","premier tour; première étape"
"一辭莫贊",60548,0,"yi1 ci2 mo4 zan4","Ne pas être capable de donner sa propre opinion"
"一通",9229,0,"yi1 tong4","une fois"
"一逞獸欲",61187,0,"yi1 cheng3 shou4 yu4","céder à son désir animal"
"一連",9230,0,"yi1 lian2","de suite; à la file; sans interruption"
"一連串",47598,0,"yi1 lian2 chuan4","chaine de (évènements, erreurs, travail, problèmes , succès, etc.); succession de (désastres); une série; une rangée (de magasins)"
"一遍",17944,0,"yi1 bian4","une fois"
"一過性",44638,0,"yi1 guo4 xing4",transitoire
"一道",8488,0,"yi1 dao4","ensemble; avec; côte à côte; en compagnie de"
"一遞一個",56935,0,"yi1 di4 yi1 ge4","l'un après l'autre"
"一邊",9231,0,"yi1 bian1","un côté; en même temps que"
"一部",9232,0,"yi1 bu4","une partie; la plupart"
"一部分",45143,0,"yi1 bu4 fen4","une partie; la plupart"
"一針見血",58813,0,"yi1 zhen1 jian4 xie3","toucher au point sensible; aller droit au coeur du problème; entrer dans le vif de la question"
"一錘定音",61668,0,"yi1 chui2 ding4 yin1","(lit.) réparer le ton avec un seul coup de marteau; (fig.) rendre la décision finale"
"一錢不值",56247,0,"yi1 qian2 bu4 zhi2","ne vaut pas un sou; aucune valeur"
"一錢如命",55818,0,"yi1 qian2 ru2 ming4","avare; pingre"
"一鍋粥",52273,0,"yi1 guo1 zhou1","(lit.) casserole de porridge; (fig.) bazar complet"
"一門心思",55819,0,"yi1 men2 xin1 si5","y mettre tout son coeur"
"一陣",12200,0,"yi1 zhen4","bouffée; souffle"
"一陣子",45144,0,"yi1 zhen4 zi5","court laps de temps; tandis que; accès de colère"
"一隊",9233,0,"yi1 dui4","élément de convoi; élement de marche; rame de véhicules"
"一雙",12201,0,"yi1 shuang1","une paire"
"一雙鞋",49228,0,"yi1 shuang1 xie2","une paire de chaussures"
"一霎",24393,0,"yi1 sha4","en un éclair"
"一面",9234,0,"yi1 mian4","un côté"
"一面之詞",56248,0,"yi1 mian4 zhi1 ci2","un pan de l'histoire; déclaration unilatérale"
"一項",12202,0,"yi2 xiang4","un élément; une chose"
"一頭",9235,0,"yi1 tou2","directement; la tête la première"
"一類",9236,0,"yi1 lei4","même type; catégorie 1"
"一飽眼福",58814,0,"yi1 bao3 yan3 fu2","(expr. idiom.) s'en régaler les yeux"
"一馬平川",57866,0,"yi1 ma3 ping2 chuan1",plaines
"一馬當先",55820,0,"yi1 ma3 dang1 xian1","prendre les devants; prendre les choses en main; devenir leader"
"一體",9237,0,"yi1 ti3","tout; totalité; ensemble (organique); tout le monde"
"一體化",45145,0,"yi1 ti3 hua4","intégration"
"一鬨而散",62236,0,"yi1 hong4 er2 san4","se disperser en faisant du tapage; se disperser comme une volée de moineaux; se disperser dans un grand tapage"
"一鱗半爪",61669,0,"yi1 lin2 ban4 zhua3","fragmentaire; incomplet"
"一鳴驚人",58815,0,"yi1 ming2 jing1 ren2","(expr. idiom.) d'un cri étonner les gens; se faire soudain remarquer; s'illustrer soudainement; A l'entendre chanter une première fois, tout le monde s'en est étonné.; Son début a fait sensation."
"一黑早",47599,0,"yi1 hei1 zao3","à l'aube; tôt le matin"
"一點",9238,0,"yi1 dian3","(un) peu de"
"一點一滴",56936,0,"yi1 dian3 yi1 di1","peu à peu; petit à petit"
"一點也不",55640,0,"yi1 dian3 ye3 bu4","pas le moins du monde; il n'y a pas moyen"
"一點兒",45146,0,"yi1 dian3 r","un peu"
"一點點",45147,0,"yi1 dian3 dian3","un petit peu; une pincée; un brin; une once; un tantinet"
"一鼓作氣",57867,0,"yi1 gu3 zuo4 qi4","dans un sursaut d'énergie"
"一齊",17945,0,"yi1 qi2","ensemble; simultanément"
"丁",943,0,ding1,"quatrième des 10 troncs célestes; quatrième; robuste; adulte mâle; aiguillon; clou; aliments en petits dés; car. cycl.; (nom de famille)"
"丁丁",36524,0,"ding1 ding1",Tintin
"丁丑",40085,0,"ding1 chou3",Dingchou
"丁二烯",55247,0,"ding1 er4 xi1","buta-1,3-diène"
"丁亥",40086,0,"ding1 hai4",Dinghai
"丁俊暉",54245,0,"ding1 jun4 hui1","Ding Junhui"
"丁卯",40087,0,"ding1 mao3",Dingmao
"丁卯戰爭",61670,0,"Ding1 mao3 Zhan4 zheng1","Première invasion mandchoue de la Corée"
"丁卯胡亂",62237,0,"Ding1 mao3 Hu2 luan4","Première invasion mandchoue de la Corée"
"丁基",24394,0,"ding1 ji1",Butyle
"丁字",24395,0,"ding1 zi4","Té; en forme de T"
"丁字褲",52274,0,"ding1 zi4 ku4","String (lingerie)"
"丁憂",36525,0,"ding1 you1","(lit.) être en deuil après la mort de ses parents"
"丁烯",43620,0,"ding1 xi1","butène"
"丁烷",43621,0,"ding1 wan2",butane
"丁玲",36526,0,"Ding1 Ling2","Ding Ling"
"丁肇中",52275,0,"Ding1 Zhao4 zhong1","Samuel Ting"
"丁酮",43622,0,"ding1 tong2",butanone
"丁酸",36527,0,"ding1 suan1","Acide butanoïque"
"丁醇",40088,0,"ding1 chun2",butanol
"丁零當啷",62529,0,"ding1 ling5 dang1 lang1","(onom.) ding dong; tintement de cloches; cliquetis sonores"
"丁香",31165,0,"ding1 xiang1","giroflier; girofle; clou de girofle"
"七",471,0,qi1,"sept; 7"
"七七事變",58816,0,"Qi1 Qi1 Shi4 bian4","Incident du pont Marco Polo"
"七分",17946,0,"qi1 fen1",beaucoup
"七十",17947,0,"qi1 shi2","soixante-dix; 70"
"七十一",46155,0,"qi1 shi2 yi1","soixante et onze"
"七十二",47600,0,"qi1 shi2 er4","toutes sortes d'occupations"
"七十五",47601,0,"qi1 shi2 wu3","soixante-quinze; 75"
"七十年代",56937,0,"qi1 shi2 nian2 dai4","les années 70"
"七千",24396,0,"qi1 qian1","sept mille; 7000"
"七喜",17948,0,"Qi1 xi3","7 Up"
"七嘴八舌",61671,0,"qi1 zui3 ba1 she2","parler tous en même temps"
"七國集團",58817,0,"Qi1 guo2 Ji2 tuan2",G8
"七夕",31166,0,"Qi1 xi1","Tanabata; Qi Qiao Jie"
"七夕節",52276,0,"Qi1 xi1 jie2","Qixi; festival du double-sept; Saint-Valentin chinoise; festival des filles"
"七大",12203,0,"qi1 da4","septième congrès national (du PCC)"
"七宗罪",50856,0,"qi1 zong1 zui4","Péché capital"
"七巧板",49229,0,"qi1 qiao3 ban3",tangram
"七年之痒",62025,0,"qi1 nian2 zhi1 yang3","Sept ans de réflexion"
"七年級",46156,0,"qi1 nian2 ji2","Classe de cinquième française"
"七弦琴",52277,0,"qi1 xian2 qin2",Guqin
"七彩",24397,0,"qi1 cai3","sept couleurs; variété de couleurs; multicolore; aux couleurs de l'arc en ciel"
"七律",24398,0,"qi1 lu:4","poème régulier de quatre vers heptamètres"
"七扭八歪",62026,0,"qi1 niu3 ba1 wai1","(expr. idiom.) sens dessus dessous; dans un grand désordre"
"七拼八湊",61672,0,"qi1 pin1 ba1 cou4","assemblé au hasard; drôle de collection"
"七旬老人",59768,0,"qi1 xun2 lao3 ren2","septuagénaire"
"七月",17949,0,"Qi1 yue4","juillet; le septième mois lunaire"
"七月份",47602,0,"qi1 yue4 fen4",juillet
"七竅生煙",61188,0,"qi1 qiao4 sheng1 yan1","(expr. idiom.) bouillonner de colère; (lit.) cracher de la fumée par les sept orifices"
"七老八十",57868,0,"qi1 lao3 ba1 shi2","septuagénaire (âge); très vieille (personne)"
"七零八落",60549,0,"qi1 ling2 ba1 luo4","tout cassé et dans le désordre"
"七顛八倒",61189,0,"qi1 dian1 ba1 dao3","(expr. idiom.) n'avoir ni queue ni tête; faire les choses de façon décousue; situation devenue anormale"
"七龍珠",50857,0,"Qi1 long2 zhu1","Dragon Ball (manga)"
"丆",3647,0,xx5,"(un des caractères utilisés en kwukyel (phonétique myeon), un ancien système d'écriture coréen)"
"丆",3647,1,xx5,"(un des caractères utilisés en kwukyel (phonétique myeon), un ancien système d'écriture coréen)"
"丈",944,0,zhang4,"(unité de longueur ~3m); mesurer"
"丈人",17950,0,"zhang4 ren2","père de l'épouse; beau-père; vieillard"
"丈夫",31167,0,"zhang4 fu5","mari; époux"
"丈母",31168,0,"zhang4 mu3","mère de l'épouse; belle-mère"
"丈母娘",53454,0,"zhang4 mu3 niang2","belle-mère; mère de la femme"
"丈量",24399,0,"zhang4 liang2","mesurer; arpenter"
"三",92,0,san1,"trois; 3"
"三P",42907,0,"san1 P","ménage à trois (argot)"
"三七",17951,0,"san1 qi1",Panax
"三七仔",49230,0,"san1 qi1 zi3","(argot) mac"
"三三兩兩",56938,0,"san1 san1 liang3 liang3","par deux ou trois; en petits groupes"
"三不",9239,0,"san1 bu4","Les trois non (slogan abrégé)"
"三世",12204,0,"san1 shi4","le Troisième (pour les rois)"
"三井",24400,0,"San1 jing3",Mitsui
"三亞",17952,0,"San1 ya4",Sanya
"三人",9240,0,"san1 ren2","troïka"
"三人成虎",56249,0,"san1 ren2 cheng2 hu3","(expr. idiom.) trois personnes fabriquent un tigre; une rumeur répétée devient un fait"
"三人行",45148,0,"san1 ren2 xing2","Three's Company"
"三代",12205,0,"san1 dai4","troisème génération"
"三令五申",59769,0,"san1 ling4 wu3 shen1","réitérer ses instructions et commandements; réitérer ses ordres; injonctions réitérées"
"三伏",31169,0,"san1 fu2","trois périodes formant les périodes les plus chaudes de l'été, de mi-Juillet à la mi-août"
"三位一體",56250,0,"San1 wei4 Yi1 ti3","trinité chrétienne"
"三位博士",57869,0,"san1 wei4 bo2 shi4","les rois mages"
"三個代表",56251,0,"San1 ge4 Dai4 biao3","Trois représentations"
"三個月",45149,0,"san1 ge4 yue4","trois mois; trimestre"
"三倍",24401,0,"san1 bei4",triple
"三兩",12206,0,"san1 liang3","deux ou trois"
"三八",12207,0,"san1 ba1","Journée internationale des femmes (8 mars); commère; peau de vache; salope"
"三八婦女節",63153,0,"san1 ba1 fu4 nu:3 jie2","Journée internationale des droits de la femme"
"三八線",46157,0,"san1 ba1 xian4","38e parallèle nord"
"三公",12208,0,"san1 gong1","Trois Excellences"
"三分",12209,0,"san1 fen1","un peu; dans une certaine mesure"
"三分之一",55821,0,"san1 fen1 zhi1 yi1","un tiers; 1; 3"
"三分之二",56252,0,"san1 fen1 zhi1 er4","deux tiers"
"三分法",45150,0,"san1 fen1 fa3",trichromie
"三分球",46158,0,"san1 fen1 qiu2","panier à trois points"
"三劍客",49231,0,"san1 jian4 ke4","Les Trois Mousquetaires"
"三十六計",56939,0,"san1 shi2 liu4 ji4","Les 36 stratagèmes"
"三十四",46159,0,"san1 shi2 si4","trente-quatre; 34"
"三千",17953,0,"san1 qian1","trois mille; 3000"
"三原則",46160,0,"san1 yuan2 ze2","les Trois Principes (dans beaucoup de contextes)"
"三原色",46161,0,"san1 yuan2 se4","couleur primaire"
"三叉戟",55320,0,"san1 cha1 ji3",trident
"三叉神經",59770,0,"san1 cha1 shen2 jing1","nerf trijumeau"
"三合一",45151,0,"san1 he2 yi1","trois en un; triple"
"三合會",45152,0,"san1 he2 hui4","Triades chinoises"
"三唑侖",55321,0,"san1 zuo4 lun2",triazolam
"三國",9241,0,"San1 guo2","Trois Royaumes de Chine"
"三國志",46162,0,"San1 guo2 zhi4","Chroniques des Trois Royaumes"
"三國戰紀",56940,0,"san1 guo2 zhan4 ji4","Knights of Valour"
"三圍",24402,0,"san1 wei2",mensurations
"三天",9242,0,"san1 tian1","trois jours; 3 jours"
"三好學生",55641,0,"san1 hao4 xue2 sheng1","étudiant d'exception (qui se distingue dans les études, par son attitude et par sa bonne santé)"
"三字經",46163,0,"san1 zi4 jing1","Classique des Trois Caractères"
"三寶太監",59771,0,"San1 bao3 tai4 jian4","eunuque Sanbao"
"三寸不爛之舌",63636,0,"san1 cun4 bu4 lan4 zhi1 she2","avoir la langue bien pendue"
"三山",12210,0,"San1 shan1","Sanshan (Wuhu)"
"三峽",31170,0,"San1 xia2","Trois Gorges"
"三峽大壩",61190,0,"San1 xia2 Da4 ba4","Barrage des Trois-Gorges"
"三峽工程",58818,0,"san1 xia2 gong1 cheng2","Barrage des Trois-Gorges"
"三年",9243,0,"san1 nian2","trois ans; 3 ans"
"三度",12211,0,"san1 du4","tierce (intervalle musicale)"
"三廂",31171,0,"san1 xiang1",berline
"三弦",24403,0,"san1 xian2",sanxian
"三得利",45153,0,"San1 de2 li4",Suntory
"三心二意",55822,0,"san1 xin1 er4 yi4","sans conviction; sans enthousiasme; demi-teinte; tergiversations"
"三思而後行",62773,0,"san1 si1 er2 hou4 xing2","Il faut réfléchir avant d'agir."
"三思而行",56253,0,"san1 si1 er2 xing2","(expr. idiom.) bien réfléchir avant d'agir"
"三才",12212,0,"san1 cai2","les Trois Augustes"
"三教",12213,0,"San1 Jiao4","les Trois Religions; taoïsme, confucianisme et bouddhisme"
"三教九流",57870,0,"san1 jiao4 jiu3 liu2","différentes sectes religieuses et diverses écoles académiques; gens de tous bords"
"三文治",46164,0,"san1 wen2 zhi4",sandwich
"三文魚",46165,0,"san1 wen2 yu2",saumon
"三明治",47603,0,"san1 ming2 zhi4",sandwich
"三星",12214,0,"san1 xing1",Samsung
"三星集團",58819,0,"San1 xing1 Ji2 tuan2","Samsung Group"
"三星電子",55823,0,"san1 xing1 dian4 zi3","Samsung Electronics"
"三春",17954,0,"san1 chun1","les trois mois du printemps"
"三昧",31172,0,"san1 mei4",Samadhi
"三更",12215,0,"san1 geng1","tard dans la nuit; au plus profond de la nuit"
"三更半夜",58820,0,"san1 geng1 ban4 ye4","dans la profondeur de la nuit; tard dans la nuit"
"三月",12216,0,"San1 yue4","mars; le troisième mois lunaire"
"三月份",46166,0,"san1 yue4 fen4",mars
"三朋四友",56941,0,"san1 peng2 si4 you3","amis; copains"
"三極管",47604,0,"san1 ji2 guan3","lampe triode"
"三樓",17955,0,"san1 lou2","troisième étage"
"三權分立",56942,0,"san1 quan2 fen1 li4","séparation des pouvoirs"
"三權鼎立",59772,0,"san1 quan2 ding3 li4","séparation des pouvoirs"
"三次",12217,0,"san1 ci4","trois fois"
"三歲",17956,0,"san1 sui4","âgé de trois ans"
"三歲看到老",62822,0,"san3 sui4 kan4 dao4 lao3","(expr. idiom.) la valeur n'attend pas le nombre des années"
"三段論",47605,0,"san1 duan4 lun4",syllogisme
"三毛",17957,0,"san1 mao2",Sanmao
"三民主義",56943,0,"san1 min2 zhu3 yi4","Trois principes du peuple"
"三氧化鉻",62530,0,"san1 yang3 hua4 ge4","trioxyde de chrome"
"三氯乙烯",62622,0,"san1 lu:4 yi3 xi1","trichloroéthylène; trichlorure d'éthylène"
"三氯氰胺",62654,0,"san1 lu:4 qing2 an4","mélamine C3H6N6"
"三洋",17958,0,"San1 yang2",Sanyo
"三清",12218,0,"san1 qing1","Trois Purs"
"三清山",46167,0,"san1 qing1 shan1","Sanqing Shan"
"三瓦兩舍",60550,0,"san1 wa3 liang3 she4","lieux de plaisir (bordels, maisons de thé, KTV, etc.)"
"三生有幸",56254,0,"san1 sheng1 you3 xing4","(expr. idiom.) bénédiction pour trois vies; Quelle chance !; C'est un très grand honneur pour moi !"
"三番五次",58821,0,"san1 fan1 wu3 ci4","à maintes reprises; maintes foi; à plusieurs reprises; à maintes et maintes reprise"
